,text,time_created,user
248,"I will need to document this part, but TensorFrames expects a first analysis pass that adds some metadata with the shape info in order to work correctly with blocks. It does not matter in the case of simple inputs like scalars. I want to make the input of tensorframes more robust to mis-shaped batches, but I am waiting to see the sort of use cases that people come up with before making changes here.",2017-06-22 17:05:08,thunterdb
249,"Keep a high-level, 1- or 2-sentence description at the top. Readers must understand immediately what this project is about.",2017-06-26 21:45:42,thunterdb
250,"Do not put `Content` as a top level, it is a single bullet.",2017-06-26 21:46:02,thunterdb
251,I thought it was automatically generated from the markdown. Try without it?,2017-06-26 21:46:36,thunterdb
252,Overview,2017-06-26 21:47:07,thunterdb
253,`Databricks`,2017-06-26 21:47:24,thunterdb
254,link?,2017-06-26 21:51:15,thunterdb
255,The list failed here,2017-06-26 21:52:48,thunterdb
256,"Might as well update with our first release info for 0.1.0.

We could also release 0.1.1 (0.2.0?) now that the UDF creation function is in.",2017-06-26 22:19:30,sueann
257,"Oh, it should have been just a highlight. ",2017-06-27 20:13:48,phi-dbq
258,"I was porting this from org-mode, but now I found out that Emacs has a pretty good markdown mode, so I switched to directly updating the .md file.",2017-06-27 20:14:54,phi-dbq
259,nit: remove `:`,2017-06-27 22:52:23,sueann
260,"Let's make this ""Maintainers"" instead of ""Authors"". Saw that somewhere and it felt nicer.",2017-06-27 22:52:58,sueann
261,"can you add: ""Be sure to run `build/sbt assembly` before running the Python tests."" ?",2017-06-27 22:53:53,sueann
262,"Let's add some more context:

""One way to productionize a model is to deploy it as a Spark SQL function, which allows anyone who knows SQL to use it. Deep Learning Pipelines provides mechanisms to take a deep learning model and register a Spark SQL user-defined function (UDF). """,2017-06-27 22:56:26,sueann
263,"""The resulting UDF ...""",2017-06-27 22:56:35,sueann
264,"The second ""are"" is not needed",2017-06-27 22:57:18,sueann
265,Add an example of what the SQL user's query would be like.,2017-06-27 22:58:33,sueann
266,"nit: ""a column a"" -> ""a column""",2017-07-05 20:58:52,sueann
267,we don't need ResNet50 here yet -- will clean up,2017-07-05 17:26:24,sueann
268,"I wonder since we are passing the model, can we also use `model.input.shape` to get the shape?",2017-07-05 17:55:46,phi-dbq
269,"We should probably add a documentation that Keras uses the default session/graph, so the `sess.as_default` will attach the model to the session we are using. ",2017-07-05 18:05:54,phi-dbq
270,`KerasApplicationModelSession `?,2017-07-05 18:09:05,phi-dbq
271,"Will this create a new `InceptionV3` model every time we call this function? 
Shall we also pass the weights argument (or not since keras by default uses ""imagenet"")",2017-07-05 18:11:59,phi-dbq
272,I don't think we need to comment on it since that is the default behavior of keras. ,2017-07-05 21:26:32,sueann
273,Ah I renamed the class. Will fix the comment.,2017-07-05 21:26:42,sueann
274,"It will, but in the tests we don't instantiate it more than once. We can cache stuff in the class if it becomes useful. I agree it's clearer to add ""imagenet"" for weights though.",2017-07-05 21:27:46,sueann
275,"doesn't seem to work... `ValueError: New image size should have for [hight, width] but got (?, ?, ?, 3)`",2017-07-05 22:41:54,sueann
276,The coverage report complains if the `sparkdl` package is not imported.,2017-07-10 19:56:49,phi-dbq
277,"We can use a dictionary for `KERAS_APPLICATION_MODELS`, something like:
```
KERAS_APPLICATION_MODELS = {""ResNet50"": ResNet50Model,
...
}
```

that way this block becomes:

```
try:
    return KERAS_APPLICATION_MODELS[name]()
except KeyError:
   raise ValueError(...)
```
.",2017-07-10 17:17:55,MrBago
278,"How do you feel about making these test methods ""private""? I think we should make it clear they are not part of the public API.",2017-07-10 17:28:06,MrBago
279,will clean this up,2017-07-10 21:00:07,sueann
280,Hm... but then they are not private anyway because of how they are called in tests... ?? Is it weird to make it look private and use it outside the class?,2017-07-10 21:01:52,sueann
281,Should this be `str(KERAS_APPLICATION_MODELS.keys())`?,2017-07-10 22:55:09,MrBago
282,"or maybe even, `"", "".join(KERAS_APPLICATION_MODELS.keys())`.",2017-07-10 22:58:28,MrBago
283,ah yes. clearly not in a test path......,2017-07-10 22:59:05,sueann
284,unused import: `decode_predictions`,2017-07-11 16:51:56,phi-dbq
285,`keras_app.KERAS_APPLICATION_MODELS`?,2017-07-11 17:05:22,phi-dbq
286,"Some version of this will go into test and docs. 
Just put them here to show how it is being used.",2017-07-11 07:04:24,phi-dbq
287,"Probably not the most ideal way to convert RGBA or YCbCr or LA into RGB. 
We could address that later on in `imageIO` improvements.",2017-07-11 07:05:55,phi-dbq
288,"Features might fail to load due to various resource acquisition errors. 
Thus we must get features and their labels together.",2017-07-11 07:08:22,phi-dbq
289,These are for local REPL based development ~ they will be moved to utility files.,2017-07-11 20:41:18,phi-dbq
290,"This is the wrong header.  I think it was my bad introducing this incorrect header in the style/doc files.  (You're using the right one in the __init__.py file above.)  Could you please fix this, and send a different PR which fixes the other ones?  (Look for ""foundation"" to find those incorrect headers.)",2017-07-13 18:11:25,jkbradley
291,style: sort imports within a group alphabetically,2017-07-13 18:11:52,jkbradley
292,Can we reuse this with KerasImageFileTransformer?,2017-07-13 18:18:08,jkbradley
293,"@sueann  Do we document these special column names?  In the future, it'd be nice to generate new names in a robust way.",2017-07-13 18:18:26,jkbradley
294,"I think you can index row objects, eg `row[tmp_image_col]`.",2017-07-13 18:19:48,MrBago
295,"If some of these are exactly the same for this and KerasImageFileTransformer, then it'd be nice to abstract them into shared abstract classes (1 for each Param) to ensure consistency.  E.g., this file does not have a typeConverter for outputMode, but KerasImageFileTransformer.",2017-07-13 18:20:35,jkbradley
296,"Let's not use print for this. You can use `warnings.warn` but in this case maybe do something like:
```
try:
  X = np.stack(localFeatures, axis=0)
excpet SomeError as e:
  raise ValueError(""images must all be the same size"")",2017-07-13 18:21:01,MrBago
297,What is this print statement? Is this for the user or is it some kind of logging?,2017-07-13 18:23:04,MrBago
298,same,2017-07-13 18:23:10,MrBago
299,This error message is a note to developers.  Change it to something users will be able to understand in case we made a mistake and it gets thrown somehow.,2017-07-13 18:24:04,jkbradley
300,"Let's go ahead and do this in this PR (below, just before calling _fitInParallel)",2017-07-13 18:25:29,jkbradley
301,eliminate unused imports,2017-07-13 20:26:55,jkbradley
302,style: Why is this enclosed in parentheses?,2017-07-13 20:28:21,jkbradley
303,"Btw, we generally pass named arguments to constructors in Python, rather than using setters; either is Ok though",2017-07-13 20:29:25,jkbradley
304,"Since this path is expected in the other test, how about putting this set up in outer setUpClass/tearDownClass methods (but be sure to call the parent setup/teardown methods).",2017-07-13 20:32:40,jkbradley
305,Got it,2017-07-19 21:59:52,phi-dbq
306,"`KerasImageFileTransformer` and `TFImageTransformer` require a trained Keras/TensorFlow model. 
Here though we only do image decoding (which might not actually use TensorFlow). 
I am thinking about using it as a common ABC and let the image transformers/estimators extend it.",2017-07-20 00:17:27,phi-dbq
307,"Indeed, it might be better to have some randomness in the name to avoid potential conflict.",2017-07-20 00:19:09,phi-dbq
308,is it our style?,2017-08-01 20:34:56,thunterdb
309,(regarding the indentation),2017-08-01 20:50:49,thunterdb
310,"remove all the print statements. Also, they would not work with python 2.6",2017-08-01 20:52:05,thunterdb
311,"put a `__all__ = ['KerasImageFileEstimator']`, otherwise the logger will be exported too.",2017-08-01 20:53:05,thunterdb
312,Add a reference to the Keras documentation (link).,2017-08-01 20:53:53,thunterdb
313,Same thing here.,2017-08-01 20:54:01,thunterdb
314,@MrBago do you have some style recommendations for absolute vs relative imports? I think google has some guidelines but I am not sure what is best.,2017-08-01 20:55:58,thunterdb
315,definitely big data happening here...,2017-08-01 20:56:48,thunterdb
316,can you also check the class type of the transformer?,2017-08-01 20:57:17,thunterdb
317,this could be private too,2017-08-01 20:58:16,thunterdb
318,this could be private,2017-08-01 20:58:30,thunterdb
319,"`__all__ = ['model_to_bytes', ...]`",2017-08-01 20:58:52,thunterdb
320,documentation please,2017-08-01 20:59:44,thunterdb
321,"this is not really private but protected. I would rather name it without a `_` and mention in the doc that is internal, or call it `loadImagesInternal`",2017-08-01 21:04:05,thunterdb
322,"this trait is not useful as it stands for users, as the implementation of the loader `_load_image_from_uri` is only in the test. How do you see users using it? We have to provide a default value for images.",2017-08-01 21:22:11,thunterdb
323,unused,2017-08-01 21:23:37,thunterdb
324,remove,2017-08-01 21:23:59,thunterdb
325,"This API is not great because it returns a list of all the evaluated models. If you look at the other meta estimators in MLlib, they return the best one. Since the model evaluation is currently embedded in Keras (and outside the reach of Spark for now), this compromise is acceptable, but we will need to figure out how to make it return the best model eventually. Can you put a comment saying that this return value is subject to change in the future?

cc @jkbradley who may have some thoughts on this point.",2017-08-01 21:29:41,thunterdb
326,"This is an impressive 2-liner, but please use list comprehensions for readability. Note that you can distribute the array construct. It does not matter too much though as this is something we are probably going to move to the scala side.",2017-08-01 21:31:19,thunterdb
327,"for usability, we should have a `setModel` that takes a Keras model and does all the file writing. This is how most users will want to interact with it. Can you add a TODO for the future?",2017-08-01 21:34:12,thunterdb
328,@MrBago any thoughts?,2017-08-02 17:42:12,phi-dbq
329,The user will provide an image loading function. This has been the assumption throughout the project. ,2017-08-03 16:45:24,phi-dbq
330,"You can consolidate these, `from __future__ import division, absolute_import, print_function`.",2017-08-10 00:14:40,MrBago
331,"I'm not sure what our style guidelines are here, but I prefer `import sparkdl.utils.keras_model as km` over `from sparkdl.utils.keras_model import *`. Then you'll need to use `km.thing` instead of `thing` in the code. This has been encouraged in other python projects I've worked on.",2017-08-10 00:16:20,MrBago
332,Do we need this warning? Won't we raise an error if the images are different sizes?,2017-08-10 00:22:13,MrBago
333,"I think you can index rows directly in pyspark, `row[tmp_image_col]`.",2017-08-10 00:23:34,MrBago
334,Shouldn't this be `row[label_col]`?,2017-08-10 00:27:33,MrBago
335,"Lets merge the two loops that that make these lists and drop this check, as discussed offline.",2017-08-10 00:47:22,MrBago
336,What is this 1000? Where does it come from?,2017-08-10 00:48:14,MrBago
337,"The use of `stack` and `shape` is confusing here because it makes it seem like `y_category` is multidimensional. Could we do something like:

```
localLabel = np.asarray(localLabel)
batch_size = len(localLabel)
```",2017-08-10 01:15:17,MrBago
338,"It's a bit weird to build the estimator and `model_filename` and setUp but not write out the actual model until we're inside the test. If other tests wanted to use this estimator, they'd have to delete this file and replace it.

Why don't we put the estimator creation inside the test for now, we can promote it to setup if we write other tests that need it.",2017-08-10 01:44:35,MrBago
339,`self.assertEqual` is a little more informative than `assertTrue` when it fails.,2017-08-10 18:23:22,MrBago
340,"The `label` column is expected to be numerical. The training data might not have all the label presented, so we also opt for users to provide a `cardinarlity` parameter. Most Keras models expect one-hot encoded labels. If the input labels are not in that format, we convert it.",2017-08-11 00:08:28,phi-dbq
341,It was the default imagenet number of class labels. Removed it.,2017-08-11 00:52:31,phi-dbq
342,It looks like `numpy.stack` takes care of that. I thus removed the warning.,2017-08-11 00:53:48,phi-dbq
343,"Removed that, too",2017-08-11 00:54:21,phi-dbq
344,"We ignore `inputImageNodeName`, `outputImageNodeName` and `outputMode` in the reference implementation. Keras input models (sequential or functional) have input and output fields. 
The `kerasModel.fit` interface does not need these extra parameters. ",2017-09-01 23:36:45,phi-dbq
345,"This is python, the land of no types and no useful signatures. This should be an enormous doc string with examples, details over parameters, etc.",2017-09-05 21:13:31,thunterdb
346,see comment below in _validateParam. This converter should be also where we check for the correctness of the content.,2017-09-05 21:13:34,thunterdb
347,"It is annoying that we have all this machinery of setters and getters, and that we have no way of ensuring that the loss value is not set to a proper value in the setter.  This check should be done above.",2017-09-05 21:14:13,thunterdb
348,See comment about the loss.,2017-09-05 21:14:25,thunterdb
349,Discussed offline with @jkbradley and @thunterdb. ,2017-09-06 00:32:30,phi-dbq
350,done,2017-09-06 16:52:40,phi-dbq
351,"This will serialize the entire `self` object, if we need most of `self` to call `_local_fit` that's not a big deal. Is that the case?",2017-09-06 20:39:42,MrBago
352,I don't think you need this. A class will inherit its parent's methods.,2017-09-06 21:19:33,MrBago
353,Same as above.,2017-09-06 21:19:42,MrBago
354,same,2017-09-06 21:19:55,MrBago
355,same,2017-09-06 21:20:05,MrBago
356,Haven't thought much about them as the MLlib params are created from a script (and these are created along the way). I will remove them.,2017-09-06 22:00:25,phi-dbq
357,That's a good question. Each individual task will create a `Transformer` which copies the entire set of parameters from `self`. ,2017-09-06 23:32:36,phi-dbq
358,changed: line width >= 100,2017-09-07 01:44:42,phi-dbq
359,changed: line width >= 100,2017-09-07 01:44:49,phi-dbq
360,"Nit: move this function before all the private ones, to put all the public pictures together.",2017-09-08 00:22:43,thunterdb
361,also add the shapes in the string to give debug info,2017-09-08 00:28:25,thunterdb
362,"this will be cleaner if you do it this way:

```
rows = image_df.collect()
... build X ...
if label_col is not None:
   ... build y ...
```",2017-09-08 00:32:02,thunterdb
363,"that may totally blow up, but I guess this is ok for now...",2017-09-08 00:33:20,thunterdb
364,this comment does not correspond to what the function is doing,2017-09-08 00:36:07,thunterdb
365,`maintainers`,2017-09-08 00:38:54,thunterdb
366,else?,2017-09-08 00:41:39,thunterdb
367,we will need to change `HasKerasModel` eventually: storing the name of a file is not enough for import/export. No need to change in this PR though.,2017-09-08 00:44:57,thunterdb
368,Added warning in `.fit` function (docs are only shown in public functions).,2017-09-14 06:13:38,phi-dbq
369,moved them to type converters,2017-09-14 17:06:38,phi-dbq
370,moved to type convertes,2017-09-14 17:07:24,phi-dbq
371,moved to type converters,2017-09-14 17:07:43,phi-dbq
372,~way too~,2017-09-15 17:21:01,thunterdb
373,The intention is to provide this as the Transformer API and provide utilities to convert any TensorFlow/Keras graph (or checkpoints) into a `GraphFunction` object. ,2017-08-08 21:35:07,phi-dbq
374,"`GraphFunction` and `IsolatedSession` were added as internal classes not to be  exposed to users, only to be used within the internals of sparkdl, so we shouldn't have `GraphFunction` be a param user defines. These are foreign concepts to TensorFlow users. We should stick with what users know as much as possible so that this functionality is as easy for them to use as possible. Making this API match the one TFoS guys are building (https://github.com/yahoo/TensorFlowOnSpark/pull/114/files) would be better. If you think the proposed API in https://github.com/yahoo/TensorFlowOnSpark/pull/114/files is not as good, we should discuss.",2017-08-09 18:14:05,sueann
375,you can do a rename for the column instead,2017-08-09 18:14:39,sueann
376,"We may not need all the params the other API has, but if that is the case, we should have this API start with params that are a strict subset of the other API.",2017-08-09 18:19:11,sueann
377,"Directly importing `tf.GraphDef` without the input tensor mapping is not working.
Thus the user either provides a `TensorFlow Graph` or provide a `GraphFunction` (for developers). ",2017-08-10 00:33:03,phi-dbq
378,"hasInputCol is not TensorFlow specific. in fact, it was copied from pyspark...!",2017-08-10 19:19:49,sueann
379,it's not much code -- why not just put it in the transformer and skip having to convert from/to GraphFunction? also can keep using the IsolatedSession there then.,2017-08-10 19:26:30,sueann
380,I'd just name it TFTransformer or TFModel. We can add to the doc that it only supports 1-d arrays currently.,2017-08-10 19:27:31,sueann
381,what does this test? it seems like the difference between this and test_simple() is that this one uses GraphFunction and IsolatedSession? I don't think that test belongs in this class (and the functionality should have been tested in the Suites for GraphFunction/IsolatedSession anyway).,2017-08-10 19:32:04,sueann
382,"Normally, we need to handle multiple 1+ input tensors. See TensorFlow Serving as a reference.",2017-08-11 00:15:27,anfeng
383,We need to handle multiple input colmns.,2017-08-11 00:17:45,anfeng
384,Also for output columns,2017-08-11 00:34:39,anfeng
385,Also for output tensors. See https://github.com/tensorflow/serving/blob/master/tensorflow_serving/example/mnist_saved_model.py#L109-L114,2017-08-11 00:35:29,anfeng
386,I am wondering if we want the tensors to be in separate columns or in fields of a nested column?,2017-08-11 01:03:13,phi-dbq
387,TFTensorTransformer is redundant since it spells out to be TensorFlowTensorTransformer. Why not just TFTransformer or TFModel?,2017-08-11 23:15:47,sueann
388,"Lines 83-33: why do you need to create a GraphFunction and then importGraphFunction to get fetches vs just using the fetches from above? 

Somewhat related: `analyzed_df = tfs.analyze(df)` (line 85) doesn't have to be called right there, right? Could be called before the first `IsolatedSession` here?",2017-08-11 23:19:14,sueann
389,The use of two sessions is due to the fact that exporting to `GraphFunction` modifies the graph and it has to be imported in another session. ,2017-08-11 23:26:09,phi-dbq
390,oh i see... if we just need strip_and_freeze we should just call that here directly because this is hiding the fact that that is what (and all) we are doing.,2017-08-11 23:50:30,sueann
391,It also seems that importing graph_def directly is a bit flaky. `importGraphFunction` attaches the names and tensors correctly. It might just save us a few lines of code.,2017-08-12 00:03:30,phi-dbq
392,We can either provide names or tensors for the mappings,2017-08-12 00:16:36,phi-dbq
393,We have to export this checkpoint as `GraphFunction` in the same session where it is restored. Since the variables are only initialized in this session. ,2017-08-12 03:11:20,phi-dbq
394,Also it seems that we have to import the `meta_graph` first or there won't be any graph in this session (tried with either `IsolatedSession` or standard `tf.Session`).,2017-08-12 03:15:00,phi-dbq
395,"Save the model and record the current `global_step`. Then we'd expect files like these.
```
model.ckpt-2702.index
model.ckpt-2702.meta
model.ckpt-2702.data-00000-of-00001
```",2017-08-14 16:54:33,phi-dbq
396,"this may not always work because there may be conflicts with existing columns, but this is rare enough I think that we do not need to handle it currently.",2017-08-17 20:34:02,thunterdb
397,"This class is too complicated: I do not understand what is inside that parameter (actually, I do, but I had to reverse-engineer the logic to figure this out). Here is what we should do: store a `Seq[(String, String)]` for that parameter so that the order is clear, and only strings. Right now, you accept all sorts of objects such as tensors, which makes it hard to reason about. Most important, document that what each element means in the document. At least as a code comment.

The reason for doing that is that you convert to primitive types, and that the type of the param is much more clear.",2017-08-17 20:38:37,thunterdb
398,"Here, instead of being as simple, do some conversions: dicts should be converted to lists, sorted by key order; tensors should be converted to the string names, etc.",2017-08-17 20:38:40,thunterdb
399,Says what it returns (list of tensor name -> output name),2017-08-17 20:39:16,thunterdb
400,"It would be nice to check that the tensors are part of the graph, but this is probably too fancy given the code structure.",2017-08-17 20:40:02,thunterdb
401,"based on my comment below, you do not need that function. It can be written just in a few lines during the conversion.",2017-08-17 20:40:29,thunterdb
402,"you do not need this separate function at all, based on my quick analysis. Just one is enough.",2017-08-17 20:41:19,thunterdb
403,"Also, instead of making something static and publick, just make a small helper funciton that is not exported.",2017-08-17 20:41:43,thunterdb
404,"Let's not have such a function.

Here is what you are currently doing:
 - checking that something belongs to a union of types
 - storing it into a structure
 - then using it for lookup, which uses different branches depending on the type and does some conversions.
We can drastically simplify that:
 - convert the something to just a string
 - store this simple type (string) 
 - do a simpler lookup using this simple type
It is easier to reason about the flow of info.",2017-08-17 20:45:09,thunterdb
405,"I take it back, you need each of the function (input and output), but instead of reverting the dict, you can simply have have a conversion function that you use like  `[k, convert(tensor) for ...]` and `[convert(tensor), name for ...]`",2017-08-17 20:47:04,thunterdb
406,Same comment as above.,2017-08-17 20:47:30,thunterdb
407,Doc please.,2017-08-17 20:50:01,thunterdb
408,We should be better reversing the input mapping to match `feed_dict` in `tf.session.run` and TensorFrames `map_row`.,2017-08-18 17:22:52,phi-dbq
409,`tensor_name`,2017-08-22 17:19:43,thunterdb
410,"We have 5 functions that compute some names in this file, this is at least two too many.",2017-08-22 17:20:41,thunterdb
411,"The analyze() function is not smart enough currently to know that the data is already analyzed, so it make take a substantial amount of time. This is an easy fix in tensorframes though.",2017-08-22 17:47:38,thunterdb
412,"I see why you need this currently. There is a `feed_dict` arguments for `map_rows` that does exactly what you want in tensorframes. It still needs to be implemented for `map_blocks`, but this is a quick fix.",2017-08-22 17:48:55,thunterdb
413,"Once this argument is there, this block of code will not be required anymore.",2017-08-22 17:49:20,thunterdb
414,"Also, errors here are going to be confusing because you are renaming the columns.",2017-08-22 17:49:46,thunterdb
415,@phi-dbq what do you mean by flaky? I do not understand why simply using `import_graph_def` would not work here.,2017-08-22 17:53:48,thunterdb
416,why are there new lines here?,2017-08-22 17:55:19,thunterdb
417,"Sometimes one might use a session without resetting the default graph. 
```
with tf.Session() as sess:
    tf.import_graph_def(graph_def, name='')
    sess.run(...)
``` 

In case there is a default graph and there is a name conflict, the tensors in the imported graph will be renamed automatically. 
(if we pass an exising graph as `tf.Session(grarph=existing_graph) as sess`, it seems to use the default graph properly inside the session. )",2017-08-22 22:46:01,phi-dbq
418,this is unused?,2017-08-23 20:40:03,sueann
419,unused?,2017-08-23 20:40:25,sueann
420,unused,2017-08-23 20:41:17,sueann
421,"I thought the internal logic here might change given the changes in tensorframes, is that not true?",2017-08-25 00:22:35,sueann
422,"But in this case there isn't another graph in the session right? So there is no need to have the complex logic around the graph / graphdef. Could lines 70-92 just be:
```
analyzed_df = tfs.analyze(df)

# prune the graph for tensorframes
with tf.session(graph=self.getTFGraph()) as sess:
  fetches = [tfx.get_tensor(sess.graph, tnsr) for tnsr, output_colname in self.getOutputMapping()]
  gdef = tfx.strip_and_freeze_until(fetches, sess.graph, sess)

with tf.session() as sess2:
  output_names = [tfx.validated_output(sess.graph, elem) for elem in fetches]
  tf.import_graph_def(gdef,
                                    input_map=None,
                                    return_elements=output_names,
                                    name='')
  final_fetches = [tfx.get_tensor(sess2.graph, name) for name in output_names]
  out_df = tfs.map_blocks(final_fetches, analyzed_df)

  for tnsr, output_colname in self.getOutputMapping():
    out_df = out_df.withColumnRenamed(tfx.op_name(sess.graph, tnsr), output_colname)
```
?

With IsolatedSession and GraphFunction, it's hard for anyone not intimately familiar with those classes to understand what's going on here. It makes it seem like you are just creating a GraphFunction object then getting back exactly what you put in. With more explicit code like above, it's easier to tell what exactly we're doing (pruning the graph into graphdef and re-importing). Also it seems shorter...

A few questions:
1/ I thought the tensorframes changes were done to remove the necessity for freezing+reimporting? But I may be wrong there (didn't really look at the tensorframes PR).
2/ In https://github.com/databricks/spark-deep-learning/blob/master/python/sparkdl/graph/builder.py#L91 (and potentially in the code I wrote above), do we need to check that no output has been stripped from the graph? Or is that not possible because the outputs were fed into the strip/freeze function and would be kept even if an output was ""floating"" and would have been stripped normally?",2017-08-25 00:48:02,sueann
423,Where do you deal with batch size? Is that part of TFHParams?,2017-08-25 16:54:03,anfeng
424,can we have a test program that construct transformer directly from a checkpoint file?,2017-08-25 17:00:22,anfeng
425,Remove GraphFunction as it is internal API,2017-08-26 00:07:12,phi-dbq
426,"With the latest tensorframes, we no longer need to rename input columns to match the graph tensor/operation names.",2017-09-01 18:03:02,phi-dbq
427,We still need to rename output columns. But that is consistent with the `map_row` API. ,2017-09-01 18:04:01,phi-dbq
428,"With the latest tensorframes, we don't have to collect input renaming mapping.",2017-09-01 18:04:43,phi-dbq
429,"This a thin wrapper on top of `strip_and_freeze` utility function. 
I prefer to use it here as it hides us from the implementation details of said function, and gives the library maintainers an easy option to upgrade the underlying definition. 
It will be great if this library's exposure to TensorFlow API is limited.",2017-09-01 18:10:17,phi-dbq
430,"The idea is that a user will provide one of the followings
1. a checkpoint directory
2. a tensorflow serving saved_model directory
3. a tensorflow graph object. 

We will convert all to an internal serializable format.",2017-09-01 18:13:01,phi-dbq
431,"When a `signature_def` is provided, the semantics of `inputMapping` and `outputMapping` change. 
Instead of mapping DataFrame columns to/from tensor/operation names, they now map columns to keys in the `signature_def` lookup table, which returns the actual tensor/operation names. ",2017-09-01 18:16:18,phi-dbq
432,We should probably make this process more transparent to users.,2017-09-01 18:16:42,phi-dbq
433,"There are multiple ways to get tensor/operation names in this utility module. 
We should definitely consolidate the functions `as_tensor_name` and `tensor_name`. 
Right now, the semantic of the two functions are:
1. `as_tensor_name`: return the tensor's name of the input (without necessarily check if it exists in any graph). 
2. `tensor_name`: return the tensor's name only if the input exists in the given graph. ",2017-09-01 18:21:44,phi-dbq
434,"I am using a converter function in `sparkdl.graph.utils` to convert the tensor/operation object into the corresponding operation name. If the operation is named `inputPlaceholder`, the tensor name is `inputPlaceholder:0`. TensorFrames expects the operation name. ",2017-09-01 20:43:04,phi-dbq
435,"I am using a converter function in `sparkdl.graph.utils` to convert the tensor/operation object into the corresponding operation name. If the operation is named `inputPlaceholder`, the tensor name is `inputPlaceholder:0`. TensorFrames expects the operation name. ",2017-09-01 21:01:27,phi-dbq
436,"The shape and data types of the model are stored in the serving signature.
As long as the signature key (here `prediction_signature`) and the input/output keys (here `input_sig` and `output_sig`) are well known. The underlying model can use any tensor name the model builder desires. 
```
sigdef: {u'prediction_signature': inputs {
  key: ""input_sig""
  value {
    name: ""tnsrIn:0""
    dtype: DT_DOUBLE
    tensor_shape {
      dim {
        size: -1
      }
      dim {
        size: 17
      }
    }
  }
}
outputs {
  key: ""output_sig""
  value {
    name: ""tnsrOut:0""
    dtype: DT_DOUBLE
    tensor_shape {
      dim {
        size: -1
      }
    }
  }
}
}
```",2017-09-02 05:07:29,phi-dbq
437,"I strongly disagree. Calling strip_and_freeze directly also hides the details of the function, so why do we need another wrapper on top of fit? It's very time-consuming to understand the IsolatedSession code which means ample room for mistakes in coding and debugging this code here.",2017-09-06 20:17:30,sueann
438,did you mean to remove this?,2017-09-11 17:51:24,sueann
439,Actually remove it please :-),2017-09-11 17:52:28,sueann
440,Talked offline - shouldn't need this option anymore.,2017-09-11 17:53:44,sueann
441,should be above line 100 since `SparkDLTypeConverters` is new too,2017-09-11 17:55:27,sueann
442,i wouldn't change the indentation here because it's a copy of PySpark and it just creates another diff that isn't necessary. ,2017-09-11 17:57:34,sueann
443,is it tensor or op name we want in these mappings? here it's implemented as op but HasInputMapping and HasOutputMapping docs say tensor.,2017-09-11 18:01:23,sueann
444,"names not objects, right?",2017-09-11 18:02:00,sueann
445,names not objects right?,2017-09-11 18:02:25,sueann
446,"""Mixin for param tfGraph which represents a TensorFlow Graph object. See the Param def below for what is accepted.""",2017-09-11 18:11:43,sueann
447,"""TensorFlow Graph, TensorFlow GraphDef, or TFInputGraph. To use checkpoint files or SavedModel files here, see TFInputGraphBuilder.""",2017-09-11 18:12:05,sueann
448,This and `TFInputGraphBuilder`  below should live in its own file like python/sparkdl/graph/input.py,2017-09-11 18:14:21,sueann
449,remove (comment not necessary),2017-09-11 18:14:59,sueann
450,shouldn't SparkDLTypeConverters.toTFInputGraph get applied automatically somewhere from the Param framework? it doesn't seem right that we call this converter function directly.,2017-09-11 18:23:14,sueann
451,Talked offline -- TFInputGraph should be a super thin wrapper containing graph_def. It's constructor really shouldn't be called by the user and they should use TFInputGraphBuilder below -- we should at least document this and warn that the API could change for the constructor here.,2017-09-11 19:21:57,sueann
452,"Remove this comment. As the name suggests, the converters are mean to be for SparkDL generally (though they are mostly for TensorFlow, there is one that's generically model name at the bottom, for example).",2017-09-11 20:39:27,sueann
453,"from our earlier discussion, i thought this would look like 
```
  inputMapping={
    input_col: 'input_sig',
  }
```
no? If `input_col: 'tnsrIn'` is what's expected, we don't need the helper functions or the sigDefKey logic to get the inputMapping and outputMapping, do we?",2017-09-11 20:54:30,sueann
454,remove if not used.,2017-09-11 20:54:43,sueann
455,"let's have all the `test_build_...` tests in this class use the same graph. can we refactor so we have a helper function constructing the graph? (i know it's annoying with session etc, but it's possible.)",2017-09-11 20:55:31,sueann
456,what are we trying to accomplish with this test? is the goal to test a larger graph (doesn't look that big?)? or test compatibility with keras? ,2017-09-11 20:59:47,sueann
457,"I think apart from `feetds` and `fetches` in `session.run`, all the references use `tf.Operation` names. I will update the docs.",2017-09-11 22:55:25,phi-dbq
458,Isn't it possible though to have two tensors with the same op name in the mappings?,2017-09-11 23:18:42,sueann
459,The motivation is to see if we can build TFTransformer from TF + Keras mixed layers. ,2017-09-12 05:22:52,phi-dbq
460,"It's good to know that works, though I am not sure why we would question that it works in this context (i.e. this doesn't seem like the right place to test that vs tensorframes and/or the strip_and_freeze unit tests - yes i know we don't have any). in any case, i'd leave it in for now but add a TODO comment to remove it once we add the keras transformer.",2017-09-13 01:01:01,sueann
461,It might happen for ops that return multiple tensors. These operations are not common for inputs and outputs in TensorFlow graphs. I will update the documentation to clarify. ,2017-09-13 19:05:40,phi-dbq
462,Then let's make them tensor names instead of op names (we do that in other transformers in sparkdl anyway). Any reason why op names are much more preferable?,2017-09-13 20:20:12,sueann
